Species,bird,carrion,egg,fish,fruit,hard_invert,herptile,large_mammal,plant,root,seed,small_mammal,soft_invert
Canis_latrans,2.400137301640866,2.392599373810761,1.592863516527496,1.563949740215196,2.7779606274340205,2.2723952025947356,1.970196520506977,2.5618138412805056,2.157127088729225,1.09007596797809,1.3646999853699004,3.4017733788198696,1.5414551405333519
Canis_lupus,2.1950392952319264,2.3185747982120826,1.4483310222764065,1.6574763680667737,2.5554541312877443,1.8637073370219934,1.5399017961574346,3.322754785969058,2.0488073469998977,1.0867033169206994,1.2299297000042975,3.1289333082825146,1.3689175074583333
Canis_mesomelas,2.4657806103340985,2.3647302837432433,1.699427798877374,1.368731325906749,2.9375885942741267,2.595010282653294,2.058684915134414,2.212663154478114,2.068541572497272,1.0974840855217085,1.3788053777867089,3.4115153036042556,1.7770976131243128
Canis_simensis,2.322299804776505,2.2320563573787338,1.5977167926222573,1.4971509402049559,2.3963185149099466,2.1623613909081385,1.8265444606080137,2.6407650764921557,1.9304682775475366,1.0989222193238792,1.3226987539791544,3.302636590978872,1.468183507195412
Caracal_caracal,2.7417708582751037,1.5000520512464286,1.1862626279325794,1.5036899143204379,1.5595571451541161,1.8438351977106635,2.0933449707789333,3.114991913975248,1.5884030441643477,1.0323033856284147,1.0476579219574849,3.80561524616384,1.1973104286504066
Catopuma_temminckii,2.903985412251026,1.504671594310632,1.1370302800527177,1.3860966923162055,1.4946198658471626,1.8812410676467124,2.3914449038300054,2.7238707869766055,1.6184412566846116,1.0365097841347233,1.056626942775426,3.8815219885153227,1.2453986276850249
Cerdocyon_thous,2.3874860826946955,2.27262630995999,1.7415898277515005,1.4366307252187553,3.13364392198215,2.9080491129433668,2.127785789402168,1.55600216846651,1.734714368674089,1.1212351735921593,1.4464740647374665,3.2698740760558542,1.713981536061836
Chrysocyon_brachyurus,2.224941083443433,2.348120670093925,1.56422078425231,1.4676508354226103,3.135023027352203,2.1861846199527424,1.7704020884778235,2.7397448901793418,1.9729862980124087,1.1138209399356485,1.3316992794095706,3.10288471712056,1.362305799555573
Civettictis_civetta,2.0392357395420215,1.5986542872007794,1.6799177860959693,1.9368399754726024,3.732619978813006,3.230733861690711,1.914947778168923,1.311351094127136,2.030883143939572,1.1381599336739538,1.3944984671180762,2.675229388706709,2.449849595927413
Conepatus_mesoleucus,2.1393007541851206,1.819911056332492,1.4977013467651572,1.251555462675376,2.831596112128432,3.6604216447617572,2.447299168761781,1.106502349767172,1.7498082355004205,1.1568078510117645,1.2649885099236076,2.677312646200127,3.2798222233618928
Crocuta_crocuta,1.9482171226327354,2.387200069690875,1.2976407335296716,1.5076924482933258,2.0447125518932063,2.1491264753043353,1.805897391150149,3.398847890520705,1.3959358306831817,1.038498766955074,1.061818305171481,2.5308927838449007,1.531895328709345
Cryptoprocta_ferox,2.582922358895834,1.66637964902486,1.1702156929753795,1.3329987104634056,1.2839551409346803,2.3618484322447397,2.374651651099746,2.348082808590311,1.2221231673158428,1.0438736139703018,1.066834572553236,3.6423293490987456,1.5195470453205342
Cuon_alpinus,2.4008692538107947,2.2950725109988337,1.5568486966966237,1.4568805723320142,2.4100028968044844,2.037681992130304,1.7734210639352272,3.1124686747594708,1.839676280382769,1.0762074551470937,1.2350575127132906,3.410062558008901,1.4197719769385262
Cynictis_penicillata,2.3623008218174166,1.7594258336146462,2.18849774122155,1.1813228088263577,1.8938634129148992,3.915317406539876,2.74409442010192,1.0231120267753697,1.4223235063557178,1.0981274810351347,1.5573682613269768,3.1459575432591014,3.5251487881025354
Eira_barbara,2.4404133779993935,1.987705098172752,1.535065164207278,1.8675775176134577,2.716530877945794,2.8637446482579945,2.3450865351656343,1.5588405693989706,1.232343410330911,1.1063390649273008,1.1918734582746409,3.552629936083998,2.4803832012845977
Enhydra_lutris,1.8247247490101512,1.6886961934101763,1.32934676221848,3.4183193164749173,1.746585398041161,2.901821956466452,1.6169282857089475,1.465724982926179,1.4349393170603382,1.2399533367945945,1.1963092609257298,2.252932250127147,2.1485973959747557
Felis_silvestris,3.098454156876693,1.4384082117573112,1.1307830261159568,1.5017596798788013,1.5677127799387924,2.006081933966926,2.441233423676697,2.249590450982789,1.552053577980959,1.0460685561471128,1.0720650677782082,3.9378650348973445,1.304450819654302
Fossa_fossana,2.0629382695210015,1.6768559052621559,1.8228060100388932,1.195654198781491,1.6478626164776358,3.8729651691309903,2.55140807826197,1.0443556236280025,1.5737525178722256,1.1140005481645947,1.496745109890411,2.723371280788335,2.9613378842065803
Galictis_cuja,2.9095860408447503,1.5073739034854785,1.557512845755676,2.380151087395224,1.865439634812533,3.231947237976936,2.781830640593237,1.1184809942076877,1.215589006270771,1.1315498276912617,1.2300126493063375,3.8235344639997324,2.6899276933072716
Gulo_gulo,2.25777399014694,2.3079634766427612,1.5308657857989545,2.252799034470899,2.3439677484002015,2.2640344290244494,1.8994355188423817,2.399889996879626,1.321120573636973,1.088980429508089,1.1608127014373815,3.3488661430204734,2.0908660928531515
Helarctos_malayanus,1.780824428611575,2.004204640187556,1.3875362094035426,1.7225941009769734,3.558530206755134,3.028759928683014,1.2104605704781095,1.542196541318102,2.736288508309281,1.5712986298876774,1.4589871573170092,2.0539014128574054,2.617103197773497
Helogale_parvula,2.3518460226623694,1.537121652554984,2.2064400332339495,1.1451916717998543,2.137726745589264,3.9475576413202584,2.928254457565448,1.0081715179773267,1.3113278491470481,1.0999536485806294,1.4015335041115806,3.1967454705806553,3.638124533038333
Hyaena_hyaena,2.122410809387525,2.5557221352615485,1.236793114926483,1.360943464765141,2.4322542045238786,2.2233858746885784,2.3700944976814693,2.593223068720702,1.2969042020107688,1.0458137107942391,1.073946867341857,2.781229677221455,1.439715581302455
Hydrictis_maculicollis,2.297609061780688,1.4444917912059365,1.4581713759297306,3.1755332781214958,1.5472637490683574,3.574678032516573,2.720285934656501,1.2116697100081528,1.770633443673286,1.1173251023011317,1.2591274149233056,3.0694145251796,2.837582280325511
Ichneumia_albicauda,1.9200906105658735,1.8326231682371878,1.8198637730746354,1.281583155851963,2.191445319878794,3.8353235982500324,2.4646530987612736,1.074592740552404,1.6547297657291102,1.1329783930360378,1.4725461395815813,2.491099113757243,3.1259893854332996
Leopardus_wiedii,3.259653045833259,1.432206875415874,1.1159316940604145,1.3873910680122714,1.620054841144536,1.9900826991772835,2.470145409669399,2.0710700354266987,1.4106380236588822,1.054917230950748,1.086484051471132,3.95846101710848,1.3118990678135674
Leptailurus_serval,3.2473851609414517,1.4404376208684104,1.125722221526154,1.3998472028896258,1.4488818925283629,2.075804166560914,2.4878998870563804,2.0805326034290923,1.5368667378918752,1.0547165998459427,1.0886282981324147,3.958777202669924,1.3210723646059812
Lontra_canadensis,1.9220666606264016,1.4905039253986863,1.3771371546976343,3.1444077608626757,1.9554207551217304,3.3453106942211113,2.399468691149863,1.1631989766063917,1.5455320118025437,1.194779064112269,1.2243735020981217,2.463284626845873,2.2331634472428217
Lutra_lutra,2.1360474120621884,1.4983442232524875,1.5155097534926742,3.2829169231338926,1.8641602517393707,3.1772955940082506,2.2536219680856133,1.3999929856971447,1.4733997660575475,1.1283761325035206,1.2353272592163589,2.8515909495069685,2.090894917371696
Lutrogale_perspicillata,2.10844250504222,1.4682794694155912,1.4286627023469354,3.283526620321583,1.6004645733803486,3.194895099393761,2.449852809597643,1.3373467783233632,1.4688635122175144,1.132499660779314,1.2321270872288148,2.8180481407871065,2.166055440294733
Lycalopex_culpaeus,2.4523775911050616,2.280624487055076,1.7028954463878851,1.4309433842498915,3.002480814444862,2.542635490149468,2.0505092059268524,2.183431365556754,1.6214598556446385,1.0955048887010184,1.3721969312113953,3.4250368653344387,1.53288599449001
Lycalopex_gymnocercus,2.494842444211534,2.2411944696257233,1.7267170703451689,1.3808590634204907,3.1862503957621477,2.973199230691143,2.21600644406266,1.5324697048643383,1.6355301587645905,1.108698371526707,1.4282130583873591,3.4422452749453814,1.8081796816016997
Lycalopex_sechurae,2.399059696081392,2.2333895726449358,1.7451479456680243,1.3457968418303974,3.2389582938220487,3.11651726686563,2.282810947128919,1.3840424292368,1.6823779857765693,1.1223870930499131,1.4429067890851088,3.305436558466564,1.8572389521652934
Lycalopex_vetulus,2.295245135662042,2.1737098942184443,1.6315780301993028,1.3320310631996237,3.347550917686378,3.125907542083668,2.2552270429062236,1.2953789762150743,1.6362312560792194,1.1371308280230001,1.3958488471362387,3.165089996798038,1.8193182969675679
Lycaon_pictus,2.2742281332354906,2.26112463106971,1.4994489806941,1.4657519098437852,2.194711539090613,1.9386668054393557,1.6899941019576423,3.187468083943414,1.707574221657345,1.0857667624176035,1.2187646517011592,3.2388437734183877,1.377438939767405
Lynx_canadensis,2.7939346736730855,1.507328139921926,1.1452667617920913,1.3722892031396516,1.3756354189691136,1.7728269654123816,2.1495843328225015,2.846167655712365,1.436929694707074,1.0341540141184071,1.0493001524239751,3.8490993538583393,1.2134087176292463
Martes_americana,2.752938360642487,2.0070662746328627,1.6403402172020856,2.08247217441172,2.559976983813915,3.001445125107213,2.7520256006922965,1.105083881402187,1.1453336898537025,1.1344981482069167,1.2388561224807737,3.7964587669495984,2.6003306688509022
Mellivora_capensis,2.3640378573667804,1.8354014090153465,1.1476945523239723,1.934718702499355,1.9432848297394012,2.5750078186708163,2.363590120125518,1.7835210025198363,1.2358729967270523,1.1213221751264415,1.0842725251340566,3.4754447525192615,2.21367490147434
Melursus_ursinus,1.8001048335937124,2.0979879373028254,1.347740072018507,1.706776827613729,3.4226411356332327,2.6299757810680715,1.2688985636639143,1.8050621679418184,2.4974047663760053,1.6129890956866937,1.440817055785933,2.051160711354304,1.9298157047302094
Mephitis_mephitis,2.3540086357594037,1.664653187576664,1.8710427302194168,1.2383299228184006,2.726174351815373,3.656378355800952,2.4851661721395426,1.1098576570903922,1.648175529265476,1.1351527425154013,1.2867555380631042,3.043912917992963,3.3325398519343485
Mungotictis_decemlineata,2.4950470646551186,1.5019971950410829,1.7405680028421957,1.1636067671343246,1.5491117046410077,3.8816481590654277,2.7477243713959454,1.0237458156251924,1.4011822024697813,1.1027977320026288,1.3522944841524418,3.296319015228406,3.4435392615688913
Nandinia_binotata,2.534556688764172,1.4879904145523095,1.6597467445147647,1.29234684256308,3.32673322062573,2.859629310130055,2.36192424912497,1.2020632474406774,1.3634526352802852,1.1067584356981257,1.2179312401939864,3.3229396027434936,2.1615182580157404
Nasua_nasua,1.5229632692459192,1.8468918104397212,1.6729569783171105,1.6581220504521532,3.7248257907134037,3.6641333342974383,2.2003154728869254,1.0293217849730711,1.9280262920183877,1.3321700700409564,1.421823229745118,1.76473761738774,3.0149365039205804
Nasuella_olivacea,1.2840701743495475,1.7356696541632741,1.792455350247778,1.3165391249038279,3.8127079049505133,3.8538544846630955,2.491328703865728,1.0108337646322563,1.9292332078294079,1.3139973582064688,1.414681328921487,1.4636788510340644,3.320227332487983
Neofelis_nebulosa,2.6109848312384405,1.4577019631670616,1.176432742390792,1.6656623969530826,1.4555527547264766,1.754240273729149,1.946303942908218,3.2754745384942767,1.4708019285705694,1.0310731649840523,1.0440379279590173,3.7515570449458258,1.207884967216372
Neovison_vison,2.8201619899838737,1.6242243013311288,1.6499071992588337,2.739863264691226,1.6374003230750291,3.593597366901189,2.789329682295154,1.0968844044987631,1.2983661603770726,1.1311463443661818,1.2809158987070233,3.734207218672774,2.8977403022808863
Nyctereutes_procyonoides,2.512045043275124,2.313238455050811,1.909795246919122,1.7636119519567115,2.9836302888428743,3.0807014048334223,2.305375063331984,1.3874943795547074,2.212919718558095,1.1647037691238076,1.5388527565997774,3.3316068160822834,2.2451243014248448
Otocyon_megalotis,1.956818426065104,2.0936516395413918,1.8551217250608403,1.350124500005807,3.3999083929905014,3.3033995041370074,2.1488817539868372,1.1120288037065738,1.8317698505540398,1.2387320121129206,1.515416249957626,2.4590390044125785,2.0622888608590566
Paguma_larvata,2.1462107671165076,1.4333326627476395,1.5856410095438127,1.6118111863999058,3.614930790153936,3.286798393556495,2.1889660865195637,1.153807133833539,1.6671783233545627,1.1194231303657975,1.2065494373793078,2.923489855251897,1.8567771360461145
Panthera_leo,1.6754696075244542,1.5616247424794898,1.3826103274477985,1.7277012998320203,1.7057025415677103,1.851754783437857,1.4018282882612287,3.828282222976899,1.9494120057391813,1.0412366824169492,1.0767176449712377,2.388474116122882,1.2395342487059327
Panthera_onca,1.9179297651445903,1.4900148905566617,1.354879517523097,1.713485646075186,1.6772782710549012,1.6301238060301175,1.828944664706491,3.8272390421513323,1.7613806121970472,1.0346533909191518,1.0605383805229698,2.860994825277036,1.0984782587055253
Panthera_pardus,2.103460940874655,1.471008730083519,1.3060890454456426,1.7025121229073095,1.6706051152568742,1.796043358139012,1.6625118912272472,3.775927055915869,1.7882096274072388,1.0310688337501548,1.04896514157041,3.165056427316947,1.1792095760368104
Parahyaena_brunnea,2.0666196535448167,2.6971442194200788,1.2584152331984813,1.3578847231441677,2.601733309439157,2.2219825546881578,2.0314710572528036,2.8019043195831856,1.3562243723555671,1.0426102389104739,1.0614149977044014,2.718253873250424,1.471254757762017
Pekania_pennanti,2.433053550366752,2.0997359532925866,1.4060452061046251,1.8511107541790264,2.807666231317812,2.899992821882865,2.394731577592093,1.4533209083232626,1.3351619504015302,1.1101694066519412,1.1942835840943304,3.531499393537473,2.478437426417064
Potos_flavus,1.2445307814459527,1.5198800697728176,1.4199882054837785,1.3088137984337411,3.7671732522275465,3.203131866917364,2.185592196392906,1.0240935673517,2.0273638719763536,1.3617642413067992,1.304931274975625,1.4693112752759587,2.3763196942555815
Prionailurus_bengalensis,3.3138574769400853,1.4999842763464588,1.1128003772134927,1.3932924070700872,1.4142492818642884,2.4375271161523133,2.704186270475609,1.8888733978642314,1.7497811993838797,1.0606081389931625,1.1054726849690755,3.9612366092595086,1.6208041693484803
Procyon_cancrivorus,1.8006651851028286,1.756604555047504,1.5202174171550347,1.855885162455869,3.7675575407850532,3.479103273544149,2.285847762585576,1.0816147630231123,1.9933309419231362,1.2473761269055343,1.566802372033985,2.274211413494053,2.1080622048303757
Procyon_lotor,1.7899248798909742,1.7412653812768244,1.5556248287251717,1.8365364478308936,3.7794882666069323,3.5381266096270196,2.298416055448003,1.0748302362809292,2.006963178273092,1.2466873351292007,1.5850736649036063,2.2446513433099584,2.1508694237665207
Proteles_cristatus,2.038316895012127,1.9520496817813389,1.3554915582338656,1.3605949450018595,1.547825370582404,2.5175649810765925,1.4366600591982635,3.510805525216891,1.3918655171881653,1.03165540414494,1.0571227747803762,2.701467567416814,1.9697422755126448
Pteronura_brasiliensis,1.9522220093143583,1.6056480750377458,1.3977936792178949,3.2555758362156073,1.6559880098147421,2.383513540145548,2.3957602679982952,2.0526310490167092,1.526932835150815,1.1303674667773564,1.2104554340010056,2.615213981704903,1.5165295707067905
Puma_concolor,2.0795707000084693,1.5006178362695137,1.327566026245939,1.3858683088817665,1.3977842000296548,1.6437617145654417,1.7393806243681367,3.7695583108023563,1.7792850967949916,1.031308953344046,1.0512419871869405,3.124166572793031,1.150085812145009
Speothos_venaticus,2.699920043920074,2.1323452339989677,1.598209243651993,1.3673395668192125,2.4970441673178856,2.2456430643481187,2.192862128314434,2.4057976994034838,1.5347845602514132,1.0790377979485517,1.2377305550735505,3.7113156933232245,1.505159612726162
Spilogale_putorius,2.6184233820309974,1.718808201967247,1.8824576580542358,1.1681663770857438,2.558390011697631,3.8585247100660247,2.7643543972877165,1.0294185055710794,1.9821379491282936,1.1345188451577066,1.2821045695179607,3.471814642961486,3.714224847845024
Taxidea_taxus,2.2030197107929808,1.857042389284813,1.7179629260625335,2.1095181314793585,1.760965589757047,3.0026995611831993,2.3045671192398207,1.4192201942070957,1.708994069352799,1.1418776253622713,1.3250211557400116,3.080181390579397,2.260836812707321
Tremarctos_ornatus,1.8008478295471706,2.095165186413852,1.3765383583359816,1.6197905963620731,3.446571000446276,2.387215333371014,1.2100775569959081,2.1243861378411317,3.341800459700536,1.542909919467655,1.4490974870719269,2.0556626356427867,2.0054556794010177
Uncia_uncia,2.3107237913908705,1.6076477719260005,1.254812120734834,1.5614109928114719,1.6099590319911787,1.703660837706676,1.9267384634850317,3.6291590925622663,1.772685149959965,1.029429901460978,1.0453345498575413,3.4165408772521744,1.1461106284115985
Urocyon_cinereoargenteus,2.5162515708879813,2.1244264808697744,1.6844019869900189,1.407355408766368,3.3221478016521977,3.2501271371256664,2.1970234977942855,1.3028943146126315,1.767153225627032,1.1354595351574162,1.578113476648849,3.382395199384864,2.1770542143355223
Ursus_arctos,1.8160005628431877,2.401341161985631,1.4837320941933028,2.0986446944960764,3.3937082321099856,2.489639541852376,1.1471359766999387,2.620628769107104,2.9263109936889893,1.7738602341745575,1.502582270644425,2.025784270096599,2.150781258433269
Ursus_maritimus,1.7709654939620483,2.1991878405967156,1.3637302579105215,2.176081812814555,2.9193880193369384,2.0651858739151416,1.140790321088143,3.0776926364423134,2.78270907560489,1.656173169884076,1.4372662133796679,1.9921580099426563,1.7554601017326328
Viverra_zibetha,2.2015644162097945,1.5392126075490806,1.7195092057144676,1.894527629526326,3.601215893046841,3.100789070734555,2.0553406270703967,1.411143442993287,1.7605648921265085,1.0967692040247452,1.3299296753112773,2.9959099211311346,2.352681364942405
Viverricula_indica,2.2775098814379287,1.4319391216848378,1.7340823510851722,1.7334372831189626,3.655937562860936,3.6531862109752145,2.5618585235703746,1.090648957214208,2.200199514971393,1.1043903093693788,1.2422870912737363,3.199179708314968,3.043093828665672
Vulpes_chama,2.5999304635467344,1.9968866188144234,1.7926019683557157,1.4275079003177371,2.6530857493746463,3.105200308056775,2.322654743362513,1.2299029498364797,1.734132596719059,1.1407755010115463,1.4198291511324417,3.4793857188047066,2.1877945638231737
Vulpes_lagopus,2.797943199906224,2.1948522723618717,1.6517646031415867,1.6632732278911888,2.3612694366520612,2.713117788428042,2.2509142319474678,1.5408304538903237,1.5948054087469077,1.1103611474696766,1.3390066219814358,3.7158821146229086,1.9708075214566774
Vulpes_macrotis,2.6850845372613135,2.1838458247432095,1.7892575031828304,1.6085618805686697,2.429642649180861,2.839829431711999,2.1667393036719873,1.5620841939586723,1.7906396953198278,1.1124495102927614,1.4646516576028665,3.5970076764844006,2.0116303263513204
Vulpes_rueppellii,2.641860414220804,1.9923498081572228,1.720413568298167,1.4474687182021846,2.699231168103645,3.1363083652997275,2.327368326730087,1.281434315737265,1.858007323055368,1.1340510633200718,1.4419167142001126,3.507711340660632,2.1987567022923757
Vulpes_velox,2.85152084350044,2.163855782069303,1.6679456576459046,1.5477540721150695,2.3996434125400192,2.954411544503631,2.3878084416070973,1.2712995657181734,1.5879434290405074,1.1218615150673106,1.4121843506812475,3.749836608913658,2.1129891176612574
Vulpes_vulpes,2.6592033279924747,2.065561573242265,1.7640281037426047,1.5384926595282833,2.6952850537222695,2.8752505360691933,2.163999935914584,1.5474269604265238,1.8341374187684563,1.119183321912049,1.4551964566424038,3.539498534033252,2.0440859674835443
Vulpes_zerda,2.611429944321445,1.922291904374078,1.8390118710781704,1.3277635294370242,2.8489288460400357,3.4898820930240397,2.5267929379445424,1.0723146468926752,1.6306708665805878,1.1546196375711255,1.4890250752467882,3.4644211178364945,2.506984457050526
